iter	MultiClass
236	1.074759152
237	1.073653909
238	1.073534123
239	1.071686476
240	1.069683488
241	1.067726478
242	1.066646448
243	1.065784965
244	1.06415236
245	1.063098852
246	1.062433064
247	1.061427312
248	1.060753516
249	1.059041949
250	1.057802757
251	1.056559708
252	1.055237761
253	1.054224438
254	1.052990734
255	1.051940199
256	1.050383081
257	1.048867802
258	1.04739412
259	1.046119313
260	1.045423925
261	1.044377313
262	1.042776475
263	1.041712642
264	1.039771311
265	1.039070638
266	1.036629921
267	1.036378277
268	1.035124159
269	1.033576188
270	1.03308504
271	1.032129911
272	1.031347639
273	1.030597229
274	1.029188171
275	1.027869023
276	1.025782377
277	1.024745641
278	1.023745477
279	1.023281416
280	1.021826699
281	1.021367168
282	1.018776417
283	1.017926122
284	1.016316177
285	1.014650047
286	1.013133214
287	1.012356313
288	1.011009072
289	1.009923532
290	1.009272407
291	1.007798799
292	1.006850277
293	1.00585196
294	1.003681021
295	1.002872268
296	1.001471596
297	1.000054241
298	0.9985958309
299	0.9981222349
300	0.9971257718
301	0.9957949437
302	0.9946421133
303	0.9936975893
304	0.9926645798
305	0.9921522658
306	0.9907448866
307	0.98959295
308	0.9881488025
309	0.9870953595
310	0.9860511284
311	0.9852830182
312	0.9838239459
313	0.9821943862
314	0.9814149604
315	0.9807873384
316	0.9798387729
317	0.9786428362
318	0.9781430288
319	0.9768294663
320	0.9761700161
321	0.9750381554
322	0.9741057762
323	0.9726569724
324	0.9710575723
325	0.9696909802
326	0.9684097342
327	0.9675953554
328	0.9669051792
329	0.9661481556
330	0.9653407381
331	0.9647315482
332	0.9638147322
333	0.9627547224
334	0.96117176
335	0.9604159238
336	0.9594367778
337	0.9581507895
338	0.9574124911
339	0.9563349545
340	0.9556862478
341	0.9549651725
342	0.9539808847
343	0.9536254846
344	0.9527599035
345	0.9513320331
346	0.9506094569
347	0.9497963782
348	0.9488497819
349	0.9479812743
350	0.9470364467
351	0.9461758175
352	0.9457569365
353	0.943944491
354	0.9433820174
355	0.9421260906
356	0.9411075411
357	0.9400516793
358	0.9387838608
359	0.9380025467
360	0.9371096192
361	0.9354878167
362	0.934609125
363	0.9343050706
364	0.9334728432
365	0.932302223
366	0.9317346804
367	0.9311798894
368	0.9307308133
369	0.9298631277
370	0.9286501369
371	0.9274871214
372	0.9268888743
373	0.9263504262
374	0.9255110297
375	0.9243078867
376	0.9234869695
377	0.9222960036
378	0.9211565428
379	0.9204714691
380	0.9191353723
381	0.9187042445
382	0.9181872916
383	0.9178825677
384	0.9170988271
385	0.9162352652
386	0.9146336976
387	0.9137033665
388	0.9129322179
389	0.9121607608
390	0.9116729821
391	0.9104315557
392	0.9090726671
393	0.9082267299
394	0.9080455346
395	0.9075977759
396	0.906705395
397	0.9057115203
398	0.9049555115
399	0.9040060421
400	0.9032271198
401	0.9028730187
402	0.9018221866
403	0.9005990046
404	0.8997485147
405	0.8982034805
406	0.8973177693
407	0.896131479
408	0.8950984263
409	0.8944115554
410	0.8935413753
411	0.8929768777
412	0.8918196726
413	0.8913961906
414	0.890612664
415	0.8901055361
416	0.8889831655
417	0.8884804542
418	0.8875717795
419	0.8864192554
420	0.8858936231
421	0.8854259385
422	0.8844957161
423	0.8838267565
424	0.8822623546
425	0.8809936613
426	0.8802095385
427	0.8796136738
428	0.8790387608
429	0.8783873925
430	0.8770343493
431	0.8767531807
432	0.8764327374
433	0.875341774
434	0.8744513503
435	0.8737926184
436	0.8731100515
437	0.8720102559
438	0.8710270616
439	0.8703584138
440	0.8700245715
441	0.8692527851
442	0.8687055893
443	0.8682598737
444	0.8678407355
445	0.8673420575
446	0.8669198178
447	0.8662186167
448	0.8655614467
449	0.8647765675
450	0.8642972266
451	0.8635753511
452	0.8626898428
453	0.8622539951
454	0.8618527792
455	0.8612622263
456	0.860655091
457	0.8600713536
458	0.8593236005
459	0.8588038951
460	0.8577891043
461	0.8570613799
462	0.8568109411
463	0.856014001
464	0.8554074689
465	0.8549033648
466	0.8540556208
467	0.8532738022
468	0.8524997555
469	0.8516570654
470	0.850975267
471	0.8506806623
472	0.84983576
473	0.8494287433
474	0.848697664
475	0.8480684744
476	0.8475233178
477	0.8471064559
478	0.8461614944
479	0.8456697143
480	0.8448465726
481	0.8444698962
482	0.8438961357
483	0.8433024546
484	0.842904278
485	0.8425306265
486	0.8421842315
487	0.8418490537
488	0.84126336
489	0.8405150125
490	0.8400167326
491	0.839421636
492	0.8389985878
493	0.8382031402
494	0.8375944865
495	0.8369533177
496	0.8365089804
497	0.8356573536
498	0.835260985
499	0.8346007064
500	0.8330130406
501	0.8322198231
502	0.8320022577
503	0.8312590028
504	0.8306163758
505	0.8300824075
506	0.8295685545
507	0.8288439181
508	0.827678864
509	0.8268412627
510	0.8259769159
511	0.8256690073
512	0.8247383199
513	0.8241614963
514	0.8237335149
515	0.8231219404
516	0.8228250782
517	0.8215654425
518	0.8209740238
519	0.8207265319
520	0.8200649539
521	0.8194122489
522	0.8187871882
523	0.8183941975
524	0.8176210792
525	0.8170244638
526	0.816002952
527	0.815605988
528	0.8147000493
529	0.8141569877
530	0.8134793471
531	0.8129705704
532	0.8123168905
533	0.8120489687
534	0.8116389013
535	0.8109619391
536	0.8104000745
537	0.8098761564
538	0.8095165731
539	0.8087321988
540	0.8084989976
541	0.807780717
542	0.806921318
543	0.8066192032
544	0.8056163542
545	0.8050651007
546	0.804516237
547	0.8037784597
548	0.803526561
549	0.8028760016
550	0.8023814643
551	0.8021382764
552	0.8016176395
553	0.801301927
554	0.8009439991
555	0.800422328
556	0.7999028626
557	0.7990365362
558	0.7979994846
559	0.7972475637
560	0.7965957084
561	0.7959905799
562	0.7948356918
563	0.7939788346
564	0.7933071776
565	0.7921275191
566	0.7916852795
567	0.7914549872
568	0.7906779707
569	0.7899491265
570	0.7895628224
571	0.7893654304
572	0.7890230932
573	0.7882376716
574	0.7877736072
575	0.7872773284
576	0.7867505002
577	0.7859737097
578	0.7856478171
579	0.7850950033
580	0.784210399
581	0.7835859951
582	0.782963643
583	0.7826907763
584	0.7821232323
585	0.7814307498
586	0.7808942291
587	0.7802725503
588	0.7799535786
589	0.7793928462
590	0.7790742684
591	0.7783863378
592	0.7776824859
593	0.7774047788
594	0.7765629671
595	0.7760882787
596	0.7753581711
597	0.7744792635
598	0.7741154075
599	0.7732695501
600	0.7729354249
601	0.7726037826
602	0.7720962008
603	0.771988678
604	0.7710236828
605	0.770285484
606	0.7695365423
607	0.7692296498
608	0.7686820912
609	0.7682956967
610	0.7680026367
611	0.7674103667
612	0.7672997207
613	0.7668894435
614	0.7658641859
615	0.765679391
616	0.7651539432
617	0.7647692253
618	0.764703177
619	0.764435138
620	0.7642348511
621	0.7634804666
622	0.7631551247
623	0.7626610513
624	0.7621408471
625	0.7619861333
626	0.7612968803
627	0.7606842286
628	0.7603261027
629	0.7598767452
630	0.7598378273
631	0.758829288
632	0.7580298749
633	0.7577292368
634	0.7573189171
635	0.7568499401
636	0.7566143644
637	0.755978052
638	0.7554617519
639	0.7549913811
640	0.7546453068
641	0.754167813
642	0.7538703589
643	0.7534457004
644	0.7528417262
645	0.752126208
646	0.7517259181
647	0.7508487151
648	0.750480359
649	0.7498806705
650	0.7493043829
651	0.7485820591
652	0.7479894528
653	0.7472521654
654	0.7468356676
655	0.7464330308
656	0.7457724021
657	0.7456089999
658	0.7450183194
659	0.744784315
660	0.744340351
661	0.7436879187
662	0.7431042558
663	0.7425917149
664	0.7424537728
665	0.7422983782
666	0.7419337414
667	0.7414233129
668	0.7408473309
669	0.7402545411
670	0.7394511502
671	0.7387675082
672	0.7384745001
673	0.7381563446
674	0.7369809072
675	0.7365994904
676	0.7360660211
677	0.7354143416
678	0.7345440258
679	0.7340312767
680	0.7336842427
681	0.7326825537
682	0.7320988139
683	0.7318784485
684	0.7313687901
685	0.7306165469
686	0.7300663911
687	0.7299414874
688	0.7296762067
689	0.7288757096
690	0.7284040883
691	0.7280903888
692	0.7273098418
693	0.7270409787
694	0.7262123005
695	0.7256791192
696	0.7251074955
697	0.7246786382
698	0.7241739904
699	0.7238052174
700	0.7236468683
701	0.7232924668
702	0.7230886518
703	0.7222646175
704	0.7218093365
705	0.721604678
706	0.7211204762
707	0.7208009118
708	0.7202877058
709	0.7198959657
710	0.7194641768
711	0.7190175582
712	0.7186966911
713	0.7183690777
714	0.7178615905
715	0.7176738493
716	0.7172399982
717	0.7168566911
718	0.7161521092
719	0.7159801556
720	0.715712648
721	0.7150579838
722	0.7148760697
723	0.7145036255
724	0.7143679597
725	0.714197257
726	0.7139901597
727	0.7136337264
728	0.7134249763
729	0.7125159901
730	0.7119460976
731	0.7117730943
732	0.7110353478
733	0.7102572155
734	0.7099523587
735	0.7097249438
736	0.7095956859
737	0.7088896833
738	0.708516731
739	0.7082126856
740	0.7077089317
741	0.7070889213
742	0.7067462484
743	0.7061062064
744	0.7057160254
745	0.705118251
746	0.7047339837
747	0.7044470718
748	0.7042562943
749	0.7040347193
750	0.7036358947
751	0.7034784802
752	0.7031278339
753	0.702868174
754	0.7026247053
755	0.7021459982
756	0.7020465439
757	0.7016165995
758	0.7013234113
759	0.7012253354
760	0.7008736905
761	0.7004108562
762	0.7001783096
763	0.6996869388
764	0.6993287568
765	0.699214906
766	0.6987443982
767	0.6981825031
768	0.6979741709
769	0.6976946825
770	0.6970535454
771	0.6966418601
772	0.6963004591
773	0.6954819062
774	0.6951739527
775	0.6945289939
776	0.6940925125
777	0.6936643543
778	0.692927746
779	0.6922248317
780	0.6916536227
781	0.691397231
782	0.6908082509
783	0.690024612
784	0.6893971526
785	0.689036884
786	0.6884938953
787	0.6882737874
788	0.6879741857
789	0.687502674
790	0.6872384116
791	0.6868829641
792	0.6866886526
793	0.6861594982
794	0.6857266647
795	0.6852272746
796	0.685004027
797	0.6847435856
798	0.6842528208
799	0.6834880223
800	0.6829009791
801	0.6827787091
802	0.6825416789
803	0.6821397605
804	0.6813525324
805	0.6808787245
806	0.6803188152
807	0.6794002206
808	0.6787290357
809	0.6781390098
810	0.6778289711
811	0.6776381858
812	0.6773554227
813	0.6768114778
814	0.6763138905
815	0.6755886541
816	0.675219867
817	0.6743671692
818	0.6742663914
819	0.6739767197
820	0.6734667888
821	0.6727372555
822	0.6720285722
823	0.6718959918
824	0.6714443526
825	0.6711700392
826	0.6707418686
827	0.6703149356
828	0.6699169947
829	0.6692162919
830	0.6687294401
831	0.6681285965
832	0.6677210798
833	0.6675017229
834	0.6673230429
835	0.6671662264
836	0.6667458874
837	0.6665130366
838	0.6664424953
839	0.6662976436
840	0.66608612
841	0.6656283153
842	0.6652823313
843	0.6648290961
844	0.6646259568
845	0.6644524931
846	0.6640572275
847	0.6637293178
848	0.6633491396
849	0.6630092315
850	0.6627810537
851	0.662694391
852	0.6623326222
853	0.6622061099
854	0.6616473233
855	0.6612247171
856	0.6608354629
857	0.6603056102
858	0.6598420938
859	0.6591086894
860	0.6587450931
861	0.6585523422
862	0.6583266459
863	0.6579618332
864	0.6576637006
865	0.6570648302
866	0.6567763852
867	0.6563109905
868	0.6561803588
869	0.6555784008
870	0.6551655664
871	0.6547266144
872	0.6544983297
873	0.6537194613
874	0.6533555371
875	0.6526568325
876	0.6523670345
877	0.6519756504
878	0.6518383456
879	0.6516060231
880	0.6511354963
881	0.6505289435
882	0.6502412094
883	0.6495721766
884	0.649089479
885	0.6484270016
886	0.6481132511
887	0.6477318473
888	0.6470317257
889	0.646675021
890	0.6462621937
891	0.64606264
892	0.6456636481
893	0.6452767244
894	0.6446073463
895	0.6442140882
896	0.6440005363
897	0.6433441311
898	0.6430930874
899	0.6428167563
900	0.6426314601
901	0.6424738526
902	0.64240466
903	0.6419990464
904	0.6416535031
905	0.6415728236
906	0.6412402661
907	0.6405870782
908	0.6403896573
909	0.6401719841
910	0.6396166863
911	0.6393431001
912	0.6386272389
913	0.6382184951
914	0.6380110936
915	0.6377849991
916	0.6373444015
917	0.6368346154
918	0.6364785993
919	0.6363308925
920	0.6359444755
921	0.6355925191
922	0.6350929759
923	0.6347230241
924	0.6344588382
925	0.6341106058
926	0.6340213149
927	0.6335862823
928	0.6329328217
929	0.6325934507
930	0.6318938691
931	0.6315689358
932	0.6313139564
933	0.6307597652
934	0.6305702175
935	0.6301003373
936	0.6299092195
937	0.629366472
938	0.6287714924
939	0.6284771675
940	0.6282665596
941	0.6279760805
942	0.6276518832
943	0.6272954524
944	0.6269812897
945	0.6264586606
946	0.6260338347
947	0.6258478038
948	0.6254618199
949	0.6249856025
950	0.6246264401
951	0.6244067045
952	0.6241442231
953	0.6236641341
954	0.6233066214
955	0.6228299192
956	0.6225586616
957	0.6224089927
958	0.6222387826
959	0.6219256965
960	0.6217407521
961	0.6214044012
962	0.6211204147
963	0.6207825886
964	0.6201237955
965	0.6196896816
966	0.6191726682
967	0.6188418086
968	0.618450936
969	0.618112251
970	0.6175632288
971	0.6171541736
972	0.6169815978
973	0.6167273128
974	0.6163129722
975	0.6161885669
976	0.6156448558
977	0.6150975323
978	0.6145572232
979	0.6144550268
980	0.6140896346
981	0.6139276704
982	0.6135622166
983	0.6134402901
984	0.6131879957
985	0.6128598721
986	0.6127535713
987	0.6125100695
988	0.6123541725
989	0.6120983577
990	0.6119558639
991	0.6116652271
992	0.6114504363
993	0.611323015
994	0.6109259548
995	0.610337732
996	0.6096922954
997	0.6095086849
998	0.6089833958
999	0.6086784004
1000	0.6083909181
1001	0.6077355984
1002	0.6074557019
1003	0.6074211493
1004	0.6071440775
1005	0.6071064788
1006	0.606681658
1007	0.6062402627
1008	0.6055052491
1009	0.604956721
1010	0.6047108834
1011	0.60441909
1012	0.6038615025
1013	0.6033403805
1014	0.6031997264
1015	0.6029931053
1016	0.6027824434
1017	0.6023911639
1018	0.6021031742
1019	0.601675054
1020	0.6014107296
1021	0.6013040215
1022	0.6011766699
1023	0.6009091558
1024	0.6003482021
1025	0.5998500603
1026	0.5994590738
1027	0.5990684721
1028	0.5987621042
1029	0.5986143811
1030	0.598283374
1031	0.5980004383
1032	0.5977246007
1033	0.597338691
1034	0.5971586819
1035	0.5968422952
1036	0.5967491111
1037	0.596417751
1038	0.5959308801
1039	0.5956358232
1040	0.5953822966
1041	0.5951022474
1042	0.5948645133
1043	0.5946895242
1044	0.5941723194
1045	0.5937379454
1046	0.5933404536
1047	0.5930681414
1048	0.5927524914
1049	0.5924265074
1050	0.5923528442
1051	0.5919668249
1052	0.5915387762
1053	0.5909692776
1054	0.5908397749
1055	0.5906703671
1056	0.590211717
1057	0.5898332805
1058	0.5896127032
1059	0.5892640891
1060	0.588938227
1061	0.5885084141
1062	0.5880957996
1063	0.5878672296
1064	0.5876451688
1065	0.5873451125
1066	0.5871252747
1067	0.5869919194
1068	0.5868620126
1069	0.5866310104
1070	0.5861966269
1071	0.5859869321
1072	0.5858508432
1073	0.5855004257
1074	0.5852263901
1075	0.5851100212
1076	0.5847757647
1077	0.5845993122
1078	0.5841208142
1079	0.5837598872
1080	0.583419288
1081	0.5829881961
1082	0.5826175992
1083	0.582283555
1084	0.5819977534
1085	0.5816807264
1086	0.5812144128
1087	0.5810022576
1088	0.5808495429
1089	0.5806903908
1090	0.5805060705
1091	0.5799985464
1092	0.5792428717
1093	0.5788107473
1094	0.578273215
1095	0.5780531909
1096	0.5778375908
1097	0.5776329581
1098	0.5771726239
1099	0.576968624
1100	0.5766185718
1101	0.5762976809
1102	0.5761253209
1103	0.575599598
1104	0.5751745498
1105	0.5746526582
1106	0.5741192439
1107	0.5739824356
1108	0.573474493
1109	0.5730512431
1110	0.5726528844
1111	0.5720417806
1112	0.5715459677
1113	0.5711689395
1114	0.5709365539
1115	0.5705249536
1116	0.5703711395
1117	0.5697677976
1118	0.5694332168
1119	0.5690224867
1120	0.5687072006
1121	0.5685121245
1122	0.5682496035
1123	0.5680943681
1124	0.5678771106
1125	0.5676638392
1126	0.5674407058
1127	0.5670848069
1128	0.5669849186
1129	0.5667064707
1130	0.5662257987
1131	0.5657661612
1132	0.5654696986
1133	0.5652178147
1134	0.5651241614
1135	0.564959355
1136	0.5648142255
1137	0.5646125585
1138	0.5640853069
1139	0.5635995169
1140	0.5632509673
1141	0.5628553864
1142	0.5626765117
1143	0.5622626317
1144	0.5619153015
1145	0.5613733223
1146	0.5612099791
1147	0.5609621469
1148	0.5607421593
1149	0.5605740869
1150	0.5605083226
1151	0.5600852711
1152	0.5599463075
1153	0.5597474241
1154	0.559423629
1155	0.5590709888
1156	0.5587654864
1157	0.5585714575
1158	0.5579596467
1159	0.5576717529
1160	0.5573643099
1161	0.5566653593
1162	0.5560746122
1163	0.555700521
1164	0.5556434937
1165	0.5553680328
1166	0.5550015202
1167	0.5547713634
1168	0.5543782497
1169	0.5540821547
1170	0.5539516474
1171	0.5536677128
1172	0.5533613082
1173	0.5530028139
1174	0.5525476517
1175	0.5521707141
1176	0.5516218728
1177	0.5515349786
1178	0.5512804234
1179	0.5510427368
1180	0.5506637215
1181	0.5501143905
1182	0.5498350738
1183	0.5496961061
1184	0.5493954958
1185	0.5487729651
1186	0.5482750462
1187	0.5479803789
1188	0.5477650616
1189	0.5476326729
1190	0.5475704275
1191	0.547229929
1192	0.5467670265
1193	0.5464563926
1194	0.5461387519
1195	0.5459229736
1196	0.5453287877
1197	0.5451999811
1198	0.5447764172
1199	0.5446096476
1200	0.5443252606
1201	0.5441118025
1202	0.5439235523
1203	0.5438069501
1204	0.5434424649
1205	0.5433293135
1206	0.5427819923
1207	0.5426459782
1208	0.5423467367
1209	0.5421383949
1210	0.5420519705
1211	0.5415491646
1212	0.5411909747
1213	0.5407570342
1214	0.540429293
1215	0.5400494412
1216	0.539857838
1217	0.5397569079
1218	0.5393597809
1219	0.5389616583
1220	0.5385312682
1221	0.5382526708
1222	0.5380760954
1223	0.5378022654
1224	0.5375514603
1225	0.5373585768
1226	0.5370242731
1227	0.5369510695
1228	0.5367095037
1229	0.5364607724
1230	0.5360087588
1231	0.5357786936
1232	0.5355510635
1233	0.5352578689
1234	0.5350677997
1235	0.5347442501
1236	0.5345765201
1237	0.5341134011
1238	0.5338527022
1239	0.5333132032
1240	0.5330439959
1241	0.5326299566
1242	0.5325541325
1243	0.5321220074
1244	0.5317232463
1245	0.5314052838
1246	0.5312075048
1247	0.5311474638
1248	0.5309143276
1249	0.5308409387
1250	0.5306614088
1251	0.5304806093
1252	0.5303944
1253	0.5301781286
1254	0.5300158219
1255	0.5296252292
1256	0.5292521937
1257	0.5289591494
1258	0.5288349606
1259	0.5286501614
1260	0.5285084691
1261	0.5283409853
1262	0.5281784444
1263	0.5281002219
1264	0.5277485085
1265	0.5272123509
1266	0.5268864539
1267	0.5265232695
1268	0.5260668842
1269	0.5258418191
1270	0.5257797063
1271	0.5256287918
1272	0.5254648896
1273	0.5252514818
1274	0.5250410287
1275	0.5249104174
1276	0.5247467506
1277	0.5241019163
1278	0.5237319478
1279	0.5234094897
1280	0.5230256706
1281	0.5227600485
1282	0.5226574064
1283	0.5224347587
1284	0.5221940507
1285	0.5220184051
1286	0.5218009601
1287	0.52160414
1288	0.5213599872
1289	0.5211275048
1290	0.5208293086
1291	0.5205539788
1292	0.5204072711
1293	0.5201873566
1294	0.5200593289
1295	0.5198781837
1296	0.5196712711
1297	0.5195143731
1298	0.5194259611
1299	0.5192330658
1300	0.5189234603
1301	0.5185313481
1302	0.5182918514
1303	0.5180446403
1304	0.5179792055
1305	0.5175165862
1306	0.5174392169
1307	0.5168689423
1308	0.516257013
1309	0.5159104464
1310	0.5157962983
1311	0.5154690426
1312	0.5151409747
1313	0.5148571329
1314	0.5147013544
1315	0.514224335
1316	0.5139776842
1317	0.5135919028
1318	0.5134594795
1319	0.5132681349
1320	0.5129509548
1321	0.5128395461
1322	0.5125859526
1323	0.5125030804
1324	0.5120660341
1325	0.5115188207
1326	0.5113854751
1327	0.511063609
1328	0.5105602588
1329	0.5101325599
1330	0.5100434892
1331	0.5097390155
1332	0.5095968202
1333	0.5094582063
1334	0.5092425237
1335	0.5091304016
1336	0.508623618
1337	0.5085180114
1338	0.5083991571
1339	0.5082054772
1340	0.507740414
1341	0.5074230469
1342	0.5072335293
1343	0.5071799515
1344	0.5068410396
1345	0.5064066648
1346	0.5061805106
1347	0.5059141618
1348	0.5057835445
1349	0.505614547
1350	0.5054046083
1351	0.5052599121
1352	0.5049158121
1353	0.5045442855
1354	0.5042954528
1355	0.5042131932
1356	0.5038537882
1357	0.5036030025
1358	0.5033330261
1359	0.5029213008
1360	0.5023784535
1361	0.5021142342
1362	0.5019260115
1363	0.5014819255
1364	0.5010978272
1365	0.5009125084
1366	0.5007930825
1367	0.5005962194
1368	0.5003945262
1369	0.5003043316
1370	0.5001911584
1371	0.4999846597
1372	0.499825373
1373	0.4993324148
1374	0.4993200401
1375	0.4991501733
1376	0.4990303005
1377	0.4987554954
1378	0.4985624321
1379	0.4982983637
1380	0.4980623944
1381	0.497676429
1382	0.4975453787
1383	0.4972293243
1384	0.4971497765
1385	0.4968440754
1386	0.4965885775
1387	0.4960757653
1388	0.4957617812
1389	0.4953595536
1390	0.4950138006
1391	0.4948170388
1392	0.4944673915
1393	0.4942985865
1394	0.4937573622
1395	0.4936117153
1396	0.4932315746
1397	0.4929258405
1398	0.4926991607
1399	0.4923946503
1400	0.4921591278
1401	0.4918488761
1402	0.4917573423
1403	0.4915744554
1404	0.4912677939
1405	0.4911457117
1406	0.4908891441
1407	0.4906550343
1408	0.4901592862
1409	0.4899937126
1410	0.4898889108
1411	0.4896810635
1412	0.4895690401
1413	0.4893543351
1414	0.4889827876
1415	0.4888373423
1416	0.4887293239
1417	0.4886112516
1418	0.4882982993
1419	0.4881453235
1420	0.4878215885
1421	0.4874686639
1422	0.4871985929
1423	0.4869782773
1424	0.486748923
1425	0.4866706255
1426	0.486484099
1427	0.4863859012
1428	0.4862288971
1429	0.4859995183
1430	0.4858195554
1431	0.4856182777
1432	0.4851419088
1433	0.4846349595
1434	0.4842765244
1435	0.4840347392
1436	0.4835504108
1437	0.4834490744
1438	0.4832851894
1439	0.4830753526
1440	0.4828925914
1441	0.4826902976
1442	0.4824590214
1443	0.4821181501
1444	0.4820462471
1445	0.4819241674
1446	0.4818090543
1447	0.4816859798
1448	0.4815128573
1449	0.4813839623
1450	0.4811934056
1451	0.4810766533
1452	0.4807645043
1453	0.4805026089
1454	0.4801310898
1455	0.4800003524
1456	0.4798263386
1457	0.4796279494
1458	0.4793532951
1459	0.4793369579
1460	0.4790289918
1461	0.4789590014
1462	0.478701177
1463	0.4784223529
1464	0.4780397084
1465	0.4779141268
1466	0.477652583
1467	0.4774065093
1468	0.4769916758
1469	0.4767204767
1470	0.4764334332
1471	0.4762817331
1472	0.4757594869
1473	0.47549241
1474	0.4754065732
1475	0.4752606276
1476	0.4751769664
1477	0.4751408052
1478	0.4749056293
1479	0.4746835448
1480	0.4744229896
1481	0.4740060238
1482	0.4733775501
1483	0.4731231587
1484	0.4729122458
1485	0.472444345
1486	0.4723011947
1487	0.4720024858
1488	0.4718360573
1489	0.4717394577
1490	0.4714928043
1491	0.471336797
1492	0.4712253763
1493	0.4711146739
1494	0.4709807997
1495	0.4707798208
1496	0.4705659115
1497	0.4702894617
1498	0.4698610419
1499	0.46981232
1500	0.4696306035
1501	0.4693559995
1502	0.4692677128
1503	0.4691207388
1504	0.468978786
1505	0.4687088537
1506	0.4681817148
1507	0.4678744713
1508	0.4676819166
1509	0.4675861569
1510	0.46728401
1511	0.4671356013
1512	0.4670110245
1513	0.4666599793
1514	0.4664349611
1515	0.4662819942
1516	0.4661106377
1517	0.465886401
1518	0.4653136287
1519	0.465256341
1520	0.4651335426
1521	0.4651019016
1522	0.4648326184
1523	0.4645238865
1524	0.4640365175
1525	0.4637735695
1526	0.4634141991
1527	0.4632556116
1528	0.4630131011
1529	0.4626906176
1530	0.4625370179
1531	0.4623361773
1532	0.4622214668
1533	0.4618950567
1534	0.4615681038
1535	0.4613235031
1536	0.4608455109
1537	0.4607609032
